ID	Form_ID	Segments	Prosody	Meaning
1527	Gothic-1527_geheiltwerdenhergestelltwerdengesundwerden-1	ɡ a h ɛ l n a n	CVCVCCVC	geheilt werden, hergestellt werden, gesund werden
1528	Gothic-1528_ganzunversehrt-1	ɡ a h ɛ l s	CVCVCC	ganz unversehrt
1529	Gothic-1529_verheiungversprechen-1	ɡ a h ɛ t	CVCVC	Verheißung, Versprechen
1530	Gothic-1530_zusammenrufenverheiensichbekennenzu-1	ɡ a h ɛ t a n	CVCVCVC	zusammenrufen, verheißen, sich bekennen zu
1531	Gothic-1531_sichbekleidensichanziehen-1	ɡ a h a m o n	CVCVCVC	sich bekleiden, sich anziehen
1532	Gothic-1532_verhartenverstocken-1	ɡ a h a r d j a n	CVCVCCCVC	verhärten, verstocken
1533	Gothic-1539_erniedrigen-1	ɡ a h ɔ n j a n	CVCVCCVC	erniedrigen
1534	Gothic-1534_gehorpredigt-1	ɡ a h ɔ s i n s	CVCVCVCC	Gehör, Predigt
1535	Gothic-1535_horenvernehmendasgehorbekommen-1	ɡ a h ɔ s j a n	CVCVCCVC	hören, vernehmen, das Gehör bekommen
1536	Gothic-2156_helfen-1	ɡ a h ɪ l p a n	CVCVCCVC	helfen
1537	Gothic-1537_genosseamtsgenosse-1	ɡ a h l ɛ β a	CVCCVCV	Genosse, Amtsgenosse
1538	Gothic-1581_genosse-1	ɡ a h l ɛ ɸ s	CVCCVCC	Genosse
1539	Gothic-1539_erniedrigen-2	ɡ a h n ɛ w j a n	CVCCVCCVC	erniedrigen
1540	Gothic-1540_sichbetruben-1	ɡ a h n ɪ p n a n	CVCCVCCVC	sich betrüben
1541	Gothic-1541_enthaltsamkeit-1	ɡ a h o β ɛ n s	CVCVCVCC	Enthaltsamkeit
1542	Gothic-1837_sichenthalten-2	ɡ a h o β a n	CVCVCVC	sich enthalten
1543	Gothic-1543_ehebruchbegehen-1	ɡ a h o r ɪ n o n	CVCVCVCVC	Ehebruch begehen
1544	Gothic-3776_reinigung-1	ɡ a h r ɛ n i n s	CVCCVCVCC	Reinigung
1545	Gothic-3778_reinigen-1	ɡ a h r ɛ n j a n	CVCCVCCVC	reinigen
1546	Gothic-3423_gang-1	ɡ a h t s	CVCCC	Gang
1547	Gothic-1547_gangbar-1	ɡ a h t s	CVCCC	gangbar
1548	Gothic-1548_gesinnungsinngewissen-1	ɡ a h u ɣ d s	CVCVCCC	Gesinnung, Sinn, Gewissen
1549	Gothic-1549_meinen-2	ɡ a h u ɣ j a n	CVCVCCVC	meinen
1550	Gothic-1550_verhullenverbergen-1	ɡ a h u l j a n	CVCVCCVC	verhüllen, verbergen
1551	Gothic-1551_umdrehenumkehrenbekehren-1	ɡ a ʍ ɛ r b a n	CVCVCCVC	umdrehen, umkehren, bekehren
1552	Gothic-1552_fugsamgetreugehorsam-1	ɡ a ʍ ɛ r b s	CVCVCCC	fügsam, getreu, gehorsam
1553	Gothic-2299_anreizenverlocken-1	ɡ a ʍ a t j a n	CVCVCCVC	anreizen, verlocken
1554	Gothic-1554_verweilenruhe-1	ɡ a ʍ i l ɛ n s	CVCVCVCC	Verweilen, Ruhe
1555	Gothic-1555_zurruhekommenaufhorenverweilen-1	ɡ a ʍ i l a n	CVCVCVC	zur Ruhe kommen, aufhören, verweilen
1556	Gothic-1556_weienweimachen-1	ɡ a ʍ i t j a n	CVCVCCVC	weißen, weiß machen
1557	Gothic-1557_bedrohenscheltenstrafen-1	ɡ a ʍ o t j a n	CVCVCCVC	bedrohen, schelten, strafen
1558	Gothic-2072_holle-1	ɡ ɛ ɛ nː a	CVVCV	Hölle
1559	Gothic-2342_gleichmachenebnen-1	ɡ ɛ β n j a n	CVCCCVC	gleichmachen, ebnen
1560	Gothic-1560_speerspitze-1	ɡ ɛ ð a	CVCV	Speerspitze
1561	Gothic-1561_bereuenbuetunsichandern-1	ɡ ɛ ð r i ɣ o n	CVCCVCVC	bereuen, Buße tun, sich ändern
1562	Gothic-4604_mangel-1	ɡ ɛ ð w	CVCC	Mangel
1563	Gothic-1563_frohlichmachenerfreuen-1	ɡ ɛ l j a n	CVCCVC	fröhlich machen, erfreuen
1564	Gothic-1932_speer-1	ɡ ɛ l s	CVCC	Speer
1565	Gothic-1565_frohfrohlichuppig-1	ɡ ɛ l s	CVCC	froh, fröhlich, üppig
1566	Gothic-4687_waffe-1	ɡ ɛ n	CVC	Waffe
1567	Gothic-1925_gahnen-1	ɡ ɛ n o n	CVCVC	gähnen
1568	Gothic-1568_gurtelgurt-1	ɡ ɛ r d a	CVCCV	Gürtel, Gurt
1569	Gothic-1569_gurten-1	ɡ ɛ r d a n	CVCCVC	gürten
1570	Gothic-1570_verlangenwunschbegehren-1	ɡ ɛ r n i	CVCCV	Verlangen, Wunsch, Begehren
1571	Gothic-1571_begehrenverlangenbedurfen-1	ɡ ɛ r n j a n	CVCCCVC	begehren, verlangen, bedürfen
1572	Gothic-1572_begieriggierig-1	ɡ ɛ r n̥ s	CVCCC	begierig, gierig
1573	Gothic-1573_leidenschaft-1	ɡ ɛ r u n ɪ	CVCVCV	Leidenschaft
1574	Gothic-1574_gerspeer-1	ɡ ɛ s	CVC	Ger, Speer
1575	Gothic-1575_schrecken-1	ɡ ɛ s j a n	CVCCVC	schrecken
1576	Gothic-1576_bockleinzickleinjungeziege-1	ɡ ɛ t i n	CVCVC	Böcklein, Zicklein, junge Ziege
1577	Gothic-1577_ziegen-1	ɡ ɛ t i n s	CVCVCC	Ziegen
1578	Gothic-3637_ziege-1	ɡ ɛ t s	CVCC	Ziege
1579	Gothic-1579_besiegenuberwinden-1	ɡ a j ɪ u k a n	CVCVVCVC	besiegen, überwinden
1580	Gothic-1580_gespannpaar-1	ɡ a j u k	CVCVC	Gespann, Paar
1581	Gothic-1581_genosse-2	ɡ a j u k a	CVCVCV	Genosse
1582	Gothic-1582_genossin-1	ɡ a j u k o	CVCVCV	Genossin
1583	Gothic-1583_zusammenstellungzusammenjochunggleichnis-1	ɡ a j u k o	CVCVCV	Zusammenstellung, Zusammenjochung, Gleichnis
1584	Gothic-1584_verkundenberichtenbekanntmachenempfehlen-1	ɡ a k a nː j a n	CVCVCCVC	verkünden, berichten, bekanntmachen, empfehlen
1585	Gothic-1585_besorgensichkummernsorgenfur-1	ɡ a k a r o n	CVCVCVC	besorgen, sich kümmern, sorgen für
1586	Gothic-1586_erprobenprufen-1	ɡ a k ɔ s j a n	CVCVCCVC	erproben, prüfen
1587	Gothic-1587_erprobenwahlenprufen-1	ɡ a k ɪ u s a n	CVCVVCVC	erproben, wählen, prüfen
1588	Gothic-1588_zerbrechenzerschellenzermalmen-1	ɡ a k r o t o n	CVCCVCVC	zerbrechen, zerschellen, zermalmen
1589	Gothic-1589_uberredung-1	ɡ a k u n d s	CVCVCCC	Überredung
1590	Gothic-1590_nachgebenunterordnengehorchen-1	ɡ a k u nː a n	CVCVCVC	nachgeben, unterordnen, gehorchen
1591	Gothic-1591_kennenlernenerfahren-1	ɡ a k u nː a n	CVCVCVC	kennenlernen, erfahren
1592	Gothic-1592_anfangbekanntwerdung-1	ɡ a k u n θ s	CVCVCCC	Anfang, Bekanntwerdung
1593	Gothic-1593_bewahrterprobtauserwahlt-1	ɡ a k u s a n s	CVCVCVCC	bewährt, erprobt, auserwählt
1594	Gothic-1594_probeprufung-1	ɡ a k u s t s	CVCVCCC	Probe, Prüfung
1595	Gothic-2731_sanger-1	ɡ a l a	CVCV	Sänger
1596	Gothic-1596_hinlegenlegenwerfenauflegenaufsetzenliegen-1	ɡ a l a ɣ j a n	CVCVCCVC	hinlegen, legen, werfen, auflegen, aufsetzen, liegen
1597	Gothic-1597_lehrenbelehrenlernen-1	ɡ a l ɛ s j a n	CVCVCCVC	lehren, belehren, lernen
1598	Gothic-1598_nachfolgerverfolgerbegleiter-1	ɡ a l ɛ s t a	CVCVCCV	Nachfolger, Verfolger, Begleiter
1599	Gothic-1599_nachfolgenbefolgenpflegen-1	ɡ a l ɛ s t j a n	CVCVCCCVC	nachfolgen, befolgen, pflegen
1600	Gothic-1600_rufensingen-1	ɡ a l a n	CVCVC	rufen, singen
1601	Gothic-1601_aufhaltenverhindernverzogern-1	ɡ a l a t j a n	CVCVCCVC	aufhalten, verhindern, verzögern
1602	Gothic-1602_zusammenberufeneinladen-1	ɡ a l a θ o n	CVCVCVC	zusammenberufen, einladen
1603	Gothic-1603_glanzkostbarkeitpracht-1	ɡ a l ɔ β i	CVCVCV	Glanz, Kostbarkeit, Pracht
1604	Gothic-1604_glaube-1	ɡ a l ɔ β i n s	CVCVCVCC	Glaube
1605	Gothic-1605_glaubig-1	ɡ a l ɔ β i n s	CVCVCVCC	gläubig
1606	Gothic-1606_glaubenanvertrauen-1	ɡ a l ɔ β j a n	CVCVCCVC	glauben, anvertrauen
1607	Gothic-1607_wertvollkostbarteuer-1	ɡ a l ɔ ɸ s	CVCVCC	wertvoll, kostbar, teuer
1608	Gothic-1608_verbergenverborgenbleiben-1	ɡ a l ɔ ɣ n j a n	CVCVCCCVC	verbergen, verborgen bleiben
1609	Gothic-1609_erlosenbefreienlosmachenloslassenbewahrenbehuteneintreiben-1	ɡ a l ɔ s j a n	CVCVCCVC	erlösen, befreien, losmachen, loslassen, bewahren, behüten, eintreiben
1610	Gothic-1610_unfruchtbarerboden-1	ɡ a l d	CVCC	unfruchtbarer Boden
1611	Gothic-1611_miteinverleibtereinesleibes-1	ɡ a l i k a	CVCVCV	Miteinverleibter, eines Leibes
1612	Gothic-2664_gefallen-1	ɡ a l i k a n	CVCVCVC	gefallen
1613	Gothic-1613_ahnlichkeitabbild-1	ɡ a l i k ɪ	CVCVCV	Ähnlichkeit, Abbild
1614	Gothic-1616_ahnlichgleich-2	ɡ a l i k o	CVCVCV	ähnlich, gleich
1615	Gothic-1615_vergleichengleichennachahmen-1	ɡ a l i k o n	CVCVCVC	vergleichen, gleichen, nachahmen
1616	Gothic-1616_ahnlichgleich-3	ɡ a l i k s	CVCVCC	ähnlich, gleich
1617	Gothic-1617_kommengehenfahren-1	ɡ a l i θ a n	CVCVCVC	kommen, gehen, fahren
1618	Gothic-1618_herstellenheilen-1	ɡ a l e k ɪ n o n	CVCVCVCVC	herstellen, heilen
1619	Gothic-1619_hingebenuberlassen-1	ɡ a l e w j a n	CVCVCCVC	hingeben, überlassen
1620	Gothic-1620_verrater-2	ɡ a l e w j a n d s	CVCVCCVCCC	Verräter
1621	Gothic-1621_pfahlkreuz-1	ɡ a l ɡ a	CVCCV	Pfahl, Kreuz
1622	Gothic-1622_beilagerbeischlaf-1	ɡ a l ɪ ɣ r ɪ	CVCVCCV	Beilager, Beischlaf
1623	Gothic-1623_zusammenlesenversammelnsammeln-1	ɡ a l ɪ s a n	CVCVCVC	zusammenlesen, versammeln, sammeln
1624	Gothic-1624_lugegotzenbild-1	ɡ a l ɪ u ɣ	CVCVVC	Lüge, Götzenbild
1625	Gothic-1625_lugenapostelfalscherapostel-1	ɡ a l ɪ u ɣ a a p ɔ s t ɔ l u s	CVCVVCVVCVCCVCVC	Lügenapostel, falscher Apostel
1626	Gothic-1626_lugenbruderfalscherbruder-1	ɡ a l ɪ u ɣ a β r o θ a r	CVCVVCVCCVCVC	Lügenbruder, falscher Bruder
1627	Gothic-1627_lugengottgotzefalschergott-1	ɡ a l ɪ u ɣ a ɣ u θ	CVCVVCVCVC	Lügengott, Götze, falscher Gott
1628	Gothic-1628_einweibnehmenheiraten-1	ɡ a l ɪ u ɣ a n	CVCVVCVC	ein Weib nehmen, heiraten
1629	Gothic-1629_belugenlugen-1	ɡ a l ɪ u ɣ a n	CVCVVCVC	belügen, lügen
1630	Gothic-2717_lugenprophetfalscherprophet-1	ɡ a l ɪ u ɣ a p r ɔ ɸ e t u s	CVCVVCVCCVCVCVC	Lügenprophet, falscher Prophet
1631	Gothic-1631_lugenzeugefalscherzeuge-1	ɡ a l ɪ u ɣ a w i t w o θ s	CVCVVCVCVCCVCC	Lügenzeuge, falscher Zeuge
1632	Gothic-1632_lugenchristusfalscherchristus-1	ɡ a l ɪ u ɣ a χ r ɪ s t u s	CVCVVCVCCVCCVC	Lügenchristus, falscher Christus
1633	Gothic-1633_erleuchtenanslichtbringen-1	ɡ a l ɪ u h t j a n	CVCVVCCCVC	erleuchten, ans Licht bringen
1634	Gothic-1634_unfruchtbar-1	ɡ a l θ i s	CVCCVC	unfruchtbar
1635	Gothic-1635_verschlieenfangenzuschlieenschlieen-1	ɡ a l u k a n	CVCVCVC	verschließen, fangen, zuschließen, schließen
1636	Gothic-1636_sichverschlieenverschlossenwerden-1	ɡ a l u k n a n	CVCVCCVC	sich verschließen, verschlossen werden
1637	Gothic-1637_geltenbedeutenvermogen-1	ɡ a m a ɣ a n	CVCVCVC	gelten, bedeuten, vermögen
1638	Gothic-1639_gemeinschaft-1	ɡ a m ɛ n d u θ s	CVCVCCVCC	Gemeinschaft
1639	Gothic-1639_gemeinschaft-2	ɡ a m ɛ n i	CVCVCV	Gemeinschaft
1640	Gothic-1640_teilnehmer-1	ɡ a m ɛ n j a	CVCVCCV	Teilnehmer
1641	Gothic-1641_gemeinmachengemeinschafthaltenmitteilenanteilhabensichbeteiligenverunreinigenentheiligen-1	ɡ a m ɛ n j a n	CVCVCCVC	gemein machen, Gemeinschaft halten, mitteilen, Anteil haben, sich beteiligen, verunreinigen, entheiligen
1642	Gothic-1642_gemeingemeinsamgemeinschaftlichteilhaftigunheilig-1	ɡ a m ɛ n s	CVCVCC	gemein, gemeinsam, gemeinschaftlich, teilhaftig, unheilig
1643	Gothic-1643_versammlung-1	ɡ a m ɛ n θ s	CVCVCCC	Versammlung
1644	Gothic-1644_zerschneidenverschneiden-1	ɡ a m ɛ t a n	CVCVCVC	zerschneiden, verschneiden
1645	Gothic-2781_verkruppeltverwundet-1	ɡ a m ɛ θ s	CVCVCC	verkrüppelt, verwundet
1646	Gothic-2789_auflosung-1	ɡ a m a l t i n s	CVCVCCVCC	Auflösung
1647	Gothic-1647_auflosenschmelzen-1	ɡ a m a l t j a n	CVCVCCCVC	auflösen, schmelzen
1648	Gothic-1648_zermalmenzerknirschen-1	ɡ a m a l w j a n	CVCVCCCVC	zermalmen, zerknirschen
1649	Gothic-1649_mitmenschteilnehmergenossegemeinschaftgenossenschaft-1	ɡ a m a n	CVCVC	Mitmensch, Teilnehmer, Genosse, Gemeinschaft, Genossenschaft
1650	Gothic-1650_zubereitenbereiten-1	ɡ a m a n w j a n	CVCVCCCVC	zubereiten, bereiten
1651	Gothic-1651_benachbartangrenzend-1	ɡ a m a r k a	CVCVCCV	benachbart, angrenzend
1652	Gothic-1652_grenznachbarin-1	ɡ a m a r k o	CVCVCCV	Grenznachbarin
1653	Gothic-1653_grenzenan-1	ɡ a m a r k o n	CVCVCCVC	grenzen an
1654	Gothic-2828_argernis-1	ɡ a m a r z i n s	CVCVCCVCC	Ärgernis
1655	Gothic-1655_argernargerniserregenargernisnehmen-1	ɡ a m a r z j a n	CVCVCCCVC	ärgern, Ärgernis erregen, Ärgernis nehmen
1656	Gothic-2432_essen-1	ɡ a m a t j a n	CVCVCCVC	essen
1657	Gothic-1657_erinnerung-1	ɡ a m ɔ ð i n s	CVCVCVCC	Erinnerung
1658	Gothic-2840_erinnern-1	ɡ a m ɔ ð j a n	CVCVCCVC	erinnern
1659	Gothic-1659_verkurzenabkurzenkurzen-1	ɡ a m ɔ r ɡ j a n	CVCVCCCVC	verkürzen, abkürzen, kürzen
1660	Gothic-1660_schriftbuchstabenschrift-1	ɡ a m e l i n s	CVCVCVCC	Schrift, Buchstabenschrift
1661	Gothic-1661_geschriebenesschrift-1	ɡ a m e l ɪ θ s b z w θ a t a ɣ a m e l ɪ ð o	CVCVCVCCCCVCVCVCVCVCVCV	Geschriebenes, Schrift
1662	Gothic-1662_schreibenaufschreibensichindielisteneintragenlassen-1	ɡ a m e l j a n	CVCVCCVC	schreiben, aufschreiben, sich in die Listen eintragen lassen
1663	Gothic-1663_gromachenpreisenerheben-1	ɡ a m ɪ k ɪ l j a n	CVCVCVCCVC	groß machen, preisen, erheben
1664	Gothic-1664_erinnerunggedachtnis-1	ɡ a m ɪ n θ ɪ	CVCVCCV	Erinnerung, Gedächtnis
1665	Gothic-1665_zumessenzuteilen-1	ɡ a m ɪ t a n	CVCVCVC	zumessen, zuteilen
1666	Gothic-3930_denkenuberlegen-1	ɡ a m ɪ t o n	CVCVCVC	denken, überlegen
1667	Gothic-1667_gedanke-1	ɡ a m ɪ t o n s	CVCVCVCC	Gedanke
1668	Gothic-1668_mitsenden-1	ɡ a m ɪ θ s a n d j a n	CVCVCCVCCCVC	mitsenden
1669	Gothic-2961_raumfindenerlaubnishabendurfen-1	ɡ a m o t a n	CVCVCVC	Raum finden, Erlaubnis haben, dürfen
1670	Gothic-4771_begegnen-1	ɡ a m o t j a n	CVCVCCVC	begegnen
1671	Gothic-1671_sicherinnerngedenken-1	ɡ a m u n a n	CVCVCVC	sich erinnern, gedenken
1672	Gothic-2986_andenkengedachtnis-1	ɡ a m u n d s	CVCVCCC	Andenken, Gedächtnis
1673	Gothic-1673_festnagelnannagelnnageln-1	ɡ a n a ɣ l j a n	CVCVCCCVC	festnageln, annageln, nageln
1674	Gothic-1674_esgenugt-1	ɡ a n a h	CVCVC	es genügt
1675	Gothic-1675_beschimpfenschmahenlastern-1	ɡ a n ɛ t j a n	CVCVCCVC	beschimpfen, schmähen, lästern
1676	Gothic-1676_benennennennen-1	ɡ a n a m n j a n	CVCVCCCVC	benennen, nennen
1677	Gothic-1677_errettenherstellenheilenretten-1	ɡ a n a s j a n	CVCVCCVC	erretten, herstellen, heilen, retten
1678	Gothic-1678_benetzen-1	ɡ a n a t j a n	CVCVCCVC	benetzen
1679	Gothic-1679_genugeauskommengenugsamkeit-1	ɡ a n ɔ h a	CVCVCV	Genüge, Auskommen, Genügsamkeit
1680	Gothic-1680_genugenzurgenugeversehenseinmit-1	ɡ a n ɔ h a n	CVCVCVC	genügen, zur Genüge versehen sein mit
1681	Gothic-4374_begraben-1	ɡ a n a w ɪ s t r o n	CVCVCVCCCVC	begraben
1682	Gothic-1682_stockstabzauber-1	ɡ a n d s	CVCCC	Stock, Stab, Zauber
1683	Gothic-1683_mitnehmenerhaltenerbendavontragenvergoltenbekommenempfangenlernenaufnehmen-1	ɡ a n ɪ m a n	CVCVCVC	mitnehmen, erhalten, erben, davontragen, vergolten bekommen, empfangen, lernen, aufnehmen
1684	Gothic-1684_genesengerettetwerdenseligwerden-1	ɡ a n ɪ s a n	CVCVCVC	genesen, gerettet werden, selig werden
1685	Gothic-1685_rettungheilerhaltung-1	ɡ a n ɪ s t s	CVCVCCC	Rettung, Heil, Erhaltung
1686	Gothic-3059_verwandter-1	ɡ a n ɪ θ j ɪ s	CVCVCCVC	Verwandter
1687	Gothic-1687_ergreifenerwischenfangen-1	ɡ a n ɪ u t a n	CVCVVCVC	ergreifen, erwischen, fangen
1688	Gothic-1688_gewahrenbefriedigensichgenugenlassen-1	ɡ a n o h j a n	CVCVCCVC	gewähren, befriedigen, sich genügen lassen
1689	Gothic-1689_zurgenugeversehensein-1	ɡ a n o h n a n	CVCVCCVC	zur Genüge versehen sein
1690	Gothic-1690_genugviel-1	ɡ a n o h s	CVCVCC	genug, viel
1691	Gothic-1925_gahnen-2	ɡ a n o n	CVCVC	gähnen
1692	Gothic-1692_gans-1	ɡ a n s	CVCC	Gans
1693	Gothic-1693_verursachen-1	ɡ a n s j a n	CVCCCVC	verursachen
1694	Gothic-1694_wildgans-1	ɡ a n t a	CVCCV	Wildgans
1695	Gothic-3099_bekleiden-1	ɡ a p ɛ ð o n	CVCVCVC	bekleiden
1696	Gothic-1696_zusammenkommenhinkommenkommensichversammeln-1	ɡ a kʷ ɪ m a n	CVCVCVC	zusammenkommen, hinkommen, kommen, sich versammeln
1697	Gothic-1697_ubereinstimmend-1	ɡ a kʷ ɪ sː	CVCVC	übereinstimmend
1698	Gothic-1698_verabredung-1	ɡ a kʷ ɪ sː	CVCVC	Verabredung
1699	Gothic-1699_sichverabredenubereinkommenbeschlieenbesprechen-1	ɡ a kʷ ɪ θ a n	CVCVCVC	sich verabreden, übereinkommen, beschließen, besprechen
1700	Gothic-1700_belebenlebendigmachen-1	ɡ a kʷ ɪ u j a n	CVCVVCVC	beleben, lebendig machen
1701	Gothic-1701_auflebenlebendigwerden-1	ɡ a kʷ ɪ u n a n	CVCVVCVC	aufleben, lebendig werden
1702	Gothic-1702_zusammenkunftversammlungvereinigung-1	ɡ a kʷ u m θ s	CVCVCCC	Zusammenkunft, Versammlung, Vereinigung
1703	Gothic-1703_ratgebenraten-1	ɡ a r a ɣ ɪ n o n	CVCVCVCVC	Rat geben, raten
1704	Gothic-1704_abschatzen-1	ɡ a r a h n j a n	CVCVCCCVC	abschätzen
1705	Gothic-1705_anordnungsatzungregel-1	ɡ a r ɛ ð i n s	CVCVCVCC	Anordnung, Satzung, Regel
1706	Gothic-1706_befehlenverordnenbestimmenanordnenfestsetzen-1	ɡ a r ɛ ð j a n	CVCVCCVC	befehlen, verordnen, bestimmen, anordnen, festsetzen
1707	Gothic-1707_gerechtmitrecht-1	ɡ a r ɛ h t a β a	CVCVCCVCV	gerecht, mit Recht
1708	Gothic-1708_gerechtigkeitgebot-1	ɡ a r ɛ h t i	CVCVCCV	Gerechtigkeit, Gebot
1709	Gothic-1709_zurechtweisungwiederherstellung-1	ɡ a r ɛ h t i n s	CVCVCCVCC	Zurechtweisung, Wiederherstellung
1710	Gothic-4480_gerechtigkeit-1	ɡ a r ɛ h t ɪ θ a	CVCVCCVCV	Gerechtigkeit
1711	Gothic-1711_alsgerechterweisenetwasrichtenhinlenkenlenkenrechtfertigen-1	ɡ a r ɛ h t j a n	CVCVCCCVC	als gerecht erweisen, etwas richten, hinlenken, lenken, rechtfertigen
1712	Gothic-4479_gerecht-1	ɡ a r ɛ h t s	CVCVCCC	gerecht
1713	Gothic-3174_angeordnet-1	ɡ a r ɛ θ s	CVCVCC	angeordnet
1714	Gothic-3208_zahlen-1	ɡ a r a θ a n	CVCVCVC	zählen
1715	Gothic-3208_zahlen-2	ɡ a r a θ j a n	CVCVCCVC	zählen
1716	Gothic-1716_nachbar-1	ɡ a r a z n a	CVCVCCV	Nachbar
1717	Gothic-1717_nachbarin-1	ɡ a r a z n o	CVCVCCV	Nachbarin
1718	Gothic-1718_garbe-1	ɡ a r b a	CVCCV	Garbe
1719	Gothic-1719_hurdeviehhof-1	ɡ a r d a	CVCCV	Hürde, Viehhof
1720	Gothic-2146_hausherr-1	ɡ a r d a w a l d a n d s	CVCCVCVCCVCCC	Hausherr
1721	Gothic-1721_gehege-1	ɡ a r d ɪ	CVCCV	Gehege
1722	Gothic-1724_hofmannhofbeamter-1	ɡ a r d ɪ ŋ ɡ s	CVCCVCCC	Hofmann, Hofbeamter
1723	Gothic-1723_hofamt-1	ɡ a r d ɪ n ɡ a t u s	CVCCVCCVCVC	Hofamt
1724	Gothic-1724_hofmannhofbeamter-2	ɡ a r d ɪ n ɡ u s	CVCCVCCVC	Hofmann, Hofbeamter
1725	Gothic-1725_haushauswesenfamiliehofpratorium-1	ɡ a r d s	CVCCC	Haus, Hauswesen, Familie, Hof, Prätorium
1726	Gothic-1726_anstandigehrbar-3	ɡ a r e ð a β a	CVCVCVCV	anständig, ehrbar
1727	Gothic-1727_vorsorgetreffenratenversorgen-1	ɡ a r e ð a n	CVCVCVC	Vorsorge treffen, raten, versorgen
1728	Gothic-1728_bestimmtezeitbestimmungplan-1	ɡ a r e h s n̥ s	CVCVCCVC	bestimmte Zeit, Bestimmung, Plan
1729	Gothic-1729_anstandig-2	ɡ a r e θ s	CVCVCC	anständig
1730	Gothic-1730_zusammenlaufenzusammenkommenerlaufenerringenerlangen-1	ɡ a r ɪ nː a n	CVCVCVC	zusammenlaufen, zusammenkommen, erlaufen, erringen, erlangen
1731	Gothic-3253_erroten-1	ɡ a r ɪ u ð a n	CVCVVCVC	erröten
1732	Gothic-1732_schamhaftigkeit-1	ɡ a r ɪ u ð i	CVCVVCV	Schamhaftigkeit
1733	Gothic-1733_ehrbarkeit-1	ɡ a r ɪ u ð ɪ	CVCVVCV	Ehrbarkeit
1734	Gothic-1734_ehrbar-1	ɡ a r ɪ u θ s	CVCVVCC	ehrbar
1735	Gothic-1735_rebe-1	ɡ a r t	CVCC	Rebe
1736	Gothic-1736_beratungberatschlagung-1	ɡ a r u n ɪ	CVCVCV	Beratung, Beratschlagung
1737	Gothic-1737_flutuberschwemmung-1	ɡ a r u n j o	CVCVCCV	Flut, Überschwemmung
1738	Gothic-1738_marktstrae-1	ɡ a r u n s	CVCVCC	Markt, Straße
1739	Gothic-1741_schmuck-1	ɡ a r w ɪ	CVCCV	Schmuck
1740	Gothic-1740_bereitenkleiden-1	ɡ a r w o n	CVCCVC	bereiten, kleiden
1741	Gothic-1741_schmuck-2	ɡ a r w s	CVCVC	Schmuck
1742	Gothic-1742_vorwurftadelzurechtweisungbeschuldigung-1	ɡ a s a h t s	CVCVCCC	Vorwurf, Tadel, Zurechtweisung, Beschuldigung
1743	Gothic-1743_erblickensehen-1	ɡ a s ɛ ʍ a n	CVCVCVC	erblicken, sehen,
1744	Gothic-1744_gesehensichtbar-1	ɡ a s ɛ ʍ a n s	CVCVCVCC	gesehen, sichtbar
1745	Gothic-1745_uberfuhrenscheltendenmundstopfenzumschweigenbringenwiderlegen-1	ɡ a s a k a n	CVCVCVC	überführen, schelten, den Mund stopfen, zum Schweigen bringen, widerlegen
1746	Gothic-1746_salbenbesalben-1	ɡ a s a l b o n	CVCVCCVC	salben, besalben
1747	Gothic-1747_hausgemeinschaftgenosse-1	ɡ a s a l j a	CVCVCCV	Hausgemeinschaft, Genosse
1748	Gothic-1748_opfernzumopferbringen-1	ɡ a s a l j a n	CVCVCCVC	opfern, zum Opfer bringen
1749	Gothic-1749_entsendengeleiten-1	ɡ a s a n d j a n	CVCVCCCVC	entsenden, geleiten
1750	Gothic-1750_grundlegung-1	ɡ a s a t i n s	CVCVCVCC	Grundlegung
1751	Gothic-1751_hinsetzenhinstellenhinlegenbeilegenanordneneinsetzenwiederherstellen-1	ɡ a s a t j a n	CVCVCCVC	hinsetzen, hinstellen, hinlegen, beilegen, anordnen, einsetzen, wiederherstellen
1752	Gothic-3388_sichversohnen-1	ɡ a s ɪ β j o n	CVCVCCVC	sich versöhnen
1753	Gothic-1753_versinkenuntergehen-1	ɡ a s ɪ ŋ ɡ kʷ a n	CVCVCCCVC	versinken, untergehen
1754	Gothic-1754_besiegelnbestatigenversiegeln-1	ɡ a s ɪ ɣ l j a n	CVCVCCCVC	besiegeln, bestätigen, versiegeln
1755	Gothic-1756_gefahrtereisegefahrte-1	ɡ a s ɪ n θ a	CVCVCCV	Gefährte, Reisegefährte
1756	Gothic-1756_gefahrtereisegefahrte-2	ɡ a s ɪ n θ j a	CVCVCCCV	Gefährte, Reisegefährte
1757	Gothic-1757_sichniedersetzenplatznehmen-1	ɡ a s ɪ t a n	CVCVCVC	sich niedersetzen, Platz nehmen
1758	Gothic-1758_beschattungbedeckungbekleidung-1	ɡ a s k a ð w i n s	CVCCVCCVCC	Beschattung, Bedeckung, Bekleidung
1759	Gothic-1759_beschattenbedecken-1	ɡ a s k a ð w j a n	CVCCVCCCVC	beschatten, bedecken
1760	Gothic-1760_erschaffunggeschopf-1	ɡ a s k a ɸ t s	CVCCVCCC	Erschaffung, Geschöpf
1761	Gothic-1761_sichzuruckziehensichtrennen-1	ɡ a s k ɛ ð a n s ɪ k	CVCCVCVCCVC	sich zurückziehen, sich trennen
1762	Gothic-1762_unterschiedtrennungscheidung-1	ɡ a s k ɛ ð i n s	CVCCVCVCC	Unterschied, Trennung, Scheidung
